Word//word combination	Sentiment scores
відшліфований	2.700
відштовхнути	-2.800
відштовхує	-2.100
відьма	-1.500
відібрати	-2.100
відірваний	-0.500
візіонерський	2.400
візія	1.000
візії	0.900
війна	-2.900
війни	-2.600
військове судно	-0.700
військовий корабель	-0.700
військові дії	-1.500
віктимності	-0.900
віктимність	-2.000
віктимологія	0.300
віктимізація	-2.300
віктимізації	-1.500
віктимізувати	-2.500
вільна воля	1.000
вільна людина	1.700
вільне письмо	0.800
вільний	2.300
вільний стиль	0.700
вільно	1.900
вільновідпущеник	1.100
вільновідпущеники	0.700
вільновідпущениця	1.600
вільновідпущениці	1.300
вільнодумець	1.000
вільнодумний	1.100
вільнодумство	1.100
вільнодумці	1.000
вільнонароджений	1.200
вільні люди	1.500
вільність	1.600
вільніший	1.100
вільніші	1.000
віп	2.300
віра	1.800
віри	1.800
вірний	2.000
вірно	1.800
вірність	2.200
віртуоз	1.500
віртуози	1.350
віртуозка	1.700
віртуозки	1.800
віртуозний	2.200
віртуозність	2.100
вірулентний	-2.700
віталізм	0.200
віталіст	0.300
віталісти	0.300
вітамін	1.200
вітання	2.100
вітати	1.833
вітати оплесками	2.000
вітаю	2.200
вітає	1.150
вітає оплесками	1.400
віщунський	1.600
галантний	1.500
галантно	1.900
галасливий	-0.750
гальмо	-0.900
гальмував	-1.200
гальмування	-1.400
гальмує	-1.100
ганебний	-1.814
ганебно	-1.800
ганебно відомий	-1.900
ганебність	-2.350
ганьба	-2.320
ганьби	-2.050
ганьбити	-2.000
ганьбить	-1.467
ганьбить себе	-1.700
гаразд	0.933
гарантувати	1.333
гарантуючи	1.100
гарантія	1.000
гармонізатор	1.600
гармонізатори	1.600
гармонізація	1.900
гармонізації	0.900
гармонізований	1.450
гармонізування	1.400
гармонізувати	1.633
гармонізує	1.500
гармонійний	1.900
гармонійно	2.000
гармонійність	1.800
гармоніка	0.350
гармоніум	0.900
гармоніуми	0.800
гармоніювати	1.400
гармонія	1.700
гармонії	1.300
гарна гра	1.200
гарна робота	1.000
гарний	2.020
гарно	1.900
гарніший	2.100
геніальний	2.800
геніально	3.000
геніальності	2.600
геніальність	2.750
герой	1.950
герої	1.800
героїзм	2.600
героїзми	2.200
героїзував	2.000
героїзувати	2.100
героїзуючи	1.900
героїзує	2.200
героїка	2.400
героїко-комічний	1.050
героїн	-2.200
героїня	2.700
героїні	1.800
героїчний	2.750
героїчно	2.400
героїчно-комічний	1.050
гидкий	-2.367
гидко	-2.900
гидливо	-3.000
гидота	-2.350
гидував	-2.400
гидувати	-2.100
гидує	-2.400
гламур	2.133
гламуризація	1.600
гламуризований	2.100
гламуризував	1.800
гламуризувати	1.500
гламуризуючи	1.200
гламуризує	2.100
гламурний	2.150
гламурно	2.100
глузував	-1.300
глузування	-1.600
глузувати	-1.450
глузун	-1.200
глузуни	-1.450
глузуючи	-1.500
глузує	-1.600
глухий кут	-1.400
гнилий	-2.300
гниття	-1.700
гниючий	-1.700
гниє	-1.700
гнобити	-2.100
гнобить	-1.200
гноблений	-1.700
гноблячи	-1.500
гнучкий	0.900
гнучко	1.300
гнучкості	1.000
гнучкість	1.400
гнів	-2.420
гнівався	-2.000
гнівить	-1.800
гнівно	-1.900
гнітюче	-2.100
гнітючий	-1.917
голод	-1.000
голоднеча	-1.000
голодував	-2.600
голодувати	-1.900
голодуючий	-1.800
голодує	-2.300
голосити	-2.700
голосіння	-1.300
гонорар	0.650
гонорари	1.250
гордий	2.000
гордо	2.600
гордість	1.400
гордіший	2.200
горе	-2.450
горював	-1.300
горювала	-1.300
горювати	-1.700
горює	-2.250
гостинний	1.600
гостинність	2.000
гострі відчуття	1.500
готовий	1.200
готовність	1.050
грабувати	-2.050
грабує	-2.000
грабіжник	-2.600
грав	1.400
грайливий	1.200
грандіозність	2.400
грати	1.400
граційливий	1.000
граційний	2.000
граційно	2.400
граційність	2.150
граційніший	2.200
грація	1.800
грації	1.600
граючи	0.800
грає	1.000
гримаса	-1.000
гримаси	-1.800
грип	-1.600
грубий	-2.100
грубо	-1.733
грубості	-2.000
грубощі	-2.300
грубший	-2.100
грубі	-1.100
грубість	-1.767
грубіший	-2.000
грінвошинг	-1.100
гріх	-2.600
гріхи	-2.000
гріховний	-2.600
грішний	-2.600
губна гармоніка	0.100
гуляв	1.400
гуляка	1.300
гуляки	0.900
гулянка	1.700
гулянки	1.700
гуляння	2.067
гумор	1.775
гуморальний	0.600
гумореска	1.200
гуморески	0.900
гуморист	1.400
гумористи	1.250
гумористичний	1.625
гумористично	2.300
гумористка	0.600
гумористки	1.600
гівно	-2.350
гігантський	1.300
гідний	2.100
гідний довіри	2.300
гідний захоплення	2.600
гідний нагороди	2.200
гідний похвали	2.600
гідно	1.850
гідно похвали	1.900
гідність	1.912
гіркий	-1.800
гірко	-2.000
гірко-солодкий	-0.300
гірко-солодкість	-0.600
гірко-солодощі	-0.200
гіркосолодкий	-0.300
гіркосолодкість	-0.600
гіркота	-1.700
гіркуватий	-1.600
гіркіший	-1.900
гірчити	-1.200
гірше	-2.033
гірший	-1.933
дай п'ять	1.700
далекоглядний	2.400
дар божий	2.800
даремний	-1.850
даремно	-1.500
дармоїд	-1.300
дармоїди	-1.000
дармоїдничати	-1.900
даром	0.200
дарувальник	1.400
дарувальники	1.700
дарування	1.400
дарунок	1.900
дбав	1.800
дбайливий	1.967
дбати	2.200
дбає	2.000
двуличний	-2.000
двієчник	-1.900
двієчники	-1.600
дебіл	-2.400
дебільний	-2.700
деградація	-2.400
дегуманізований	-1.900
дегуманізує	-1.500
дезертир	-1.900
дезертири	-1.300
дезертирства	-1.500
дезертирство	-1.400
дезертирував	-1.700
дезорієнтований	-1.400
дезорієнтованість	-1.500
дезінформація	-1.300
дезінформований	-1.600
делікатеси	1.000
делікатний	0.200
делікатно	1.000
демонстрація	0.400
деморалізація	-2.000
деморалізований	-1.600
деморалізувати	-1.800
демотиватор	-1.700
демотиватори	-1.900
демотивуюче	-1.800
демотивуючий	-1.900
демотивує	-1.900
депресант	-1.700
депресанти	-1.650
депресивний	-1.600
депресивно	-2.200
депресивні	-1.500
депресія	-2.700
депресії	-2.200
державна зрада	-1.900
державнозрадницький	-2.700
деструктивний	-1.733
деструктивно	-2.400
деструктивність	-2.300
дефект	-1.400
дефекти	-1.700
дефектний	-1.650
дефектно	-2.100
дефектні	-1.800
дефектність	-1.650
дефетизм	-1.300
дефетист	-1.700
дефетисти	-2.100
дефіцит	-1.575
дефіцити	-0.750
дива	2.000
дивак	-1.300
диваки	-1.050
дивакуватий	-1.267
дивакуватість	-1.400
диверсія	-2.400
дивний	-0.550
дивно	-1.200
дивності	-0.700
дивність	-0.900
дивніший	-0.900
диво	2.300
дивовижний	2.375
дивовижно	2.050
дивувати	2.500
дивує	2.200
дикий	-2.000
дикуни	-2.400
дикість	-2.600
дилема	-0.700
дилетантський	-2.300
димовий смог	-1.200
динамометр	0.300
динамометри	0.300
динамізм	1.400
динаміка	1.100
динамісти	0.900
динамістичний	1.500
динамічний	1.400
динамічно	1.500
дисгармонія	-1.700
дискваліфікований	-1.800
дискомфорт	-1.750
дискредитований	-1.900
дискримінаційний	-2.600
дискусійний	-1.000
дисфункція	-1.800
дитячий	-1.200
диявол	-3.400
дияволи	-2.700
диявольськи	-1.600
диявольський	-2.100
диявольськість	-2.300
диявольщина	-2.800
до біса	-3.100
