Word//word combination	Sentiment scores
ненатуральний	-1.4666666666666668
ненормальний	-1.4666666666666668
ненормально	-1.6
ненормативна лексика	-2.0
ненормативний	-1.5
ненька	1.6
необ'єктивний	-1.5
необачний	-1.5
необгрунтований	-1.5
необдумано	-2.0
необдуманість	-2.0
необережний	-1.0
необережність	-2.0
необмежений	1.13
необмежено	1.2
необтяжений	2.0
необтяжливий	1.5
необхідний	1.19
неодмінно	1.0
неоднозначно	-1.0
неоднозначність	-2.0
неонацистський	-2.0
неопалюваний	-1.5
неоплачений	-1.4
неоплачуваний	-1.5
неоподаткований	-1.2
неорганізований	-1.5
неординарний	0.9
неоригінальний	-1.5
неортодоксальний	-2.0
неортодоксальність	-2.0
неосвічений	-1.5
неосяжний	1.0666666666666667
неофашист	-2.0
неохайний	-1.0
неохайно	-2.0
неохайність	-2.0
неохоче	-1.2
неоціненний	1.0
неочищений	-1.2
непарний	-2.0
непатріотичний	-1.5
непевна	-2.0
непевність	-1.6
неперевершений	1.7333333333333334
неперевірений	-1.0
непередаваний	1.5
непередбачений	-1.0
непереконливий	-1.2
непереконливо	-1.6
непереможений	2.0
непереможний	1.0
непереможність	2.0
непереносимість	-2.0
неписьменний	-2.0
неплатоспроможний	-1.8
неповага	-1.0
неповажний	-2.0
неповажно	-2.0
неповажність	-2.0
неповна	-2.0
неповноправний	-1.0
неповноцінний	-1.0
неповноцінність	-1.0
непоганий	1.2666666666666666
непогано	1.2666666666666666
неподобство	-2.0
непоказний	-1.5
непокора	-1.2
непокоїти	-1.0
непокірливий	-2.0
непокірно	-2.0
непомірковано	-2.0
непомірний	-1.0
непомірність	-2.0
непомітний	-1.4
непоправлення	-2.0
непоправні	-2.0
непопулярний	-0.9
непорозуміння	-1.1
непорочна	2.0
непорядний	-1.5
непосида	-2.0
непосидючий	-1.7
непосидючість	-1.0
непослідовний	-1.0
непослідовно	-2.0
непослідовність	-2.0
непоступливість	-2.0
непотріб	-1.4
непотрібний	-1.0
непотрібні	-2.0
непохитний	1.2
непохитно	2.0
непохитність	2.0
неправда	-1.4666666666666668
неправдивий	-1.4
неправдивість	-1.8
неправдоподібний	-1.0
неправдоподібно	-2.0
неправий	-1.6
неправильна поведінка	-2.0
неправильне використання	-2.0
неправильне поводження	-2.0
неправильне розуміння	-2.0
неправильне спрямування	-2.0
неправильне судження	-2.0
неправильне управління	-2.0
неправильне читання	-2.0
неправильний	-1.19
неправильно	-1.1
неправильно вимовлене	-2.0
неправильно вимовляти	-2.0
неправильно вирівняні	-2.0
неправильно вирівняти	-2.0
неправильно зрозумілий	-2.0
неправильно оцінити	-2.0
неправильно прочитаний	-2.0
неправильно ставати	-2.0
неправильно тлумачити	-2.0
неправильні вимови	-2.0
неправомірний	-1.4000000000000001
неправосудний	-2.0
непрактичний	-1.5
непрактично	-2.0
непрацездатний	-1.2
непрацездатність	-2.0
неприбутковий	-1.5
непривабливий	-1.3
непривітний	-1.0
неприглядний	-1.5
непридатний	-1.3
непридатний для використання	-2.0
неприйнятний	-2.0
неприйняття	-1.5
неприкметний	-1.5
неприкритий	-1.5
непримиренний	-1.0
непримітний	-1.5
неприпустимий	-1.5
неприродний	-0.9
неприродно	-2.0
непристойний	-1.0
непристойність	-1.6
непристосований	-1.5
неприступний	2.0
непритомний	-1.6666666666666667
непритомність	-1.6
неприязний	-1.5
неприязнь	-1.6
неприємний	-1.065
неприємність	-1.3
непробивний	1.5
непродуктивний	-1.5
непродумана	-2.0
непродуманий	-2.0
непропорційний	-1.4
непросвітлений	-1.5
непростимий	-1.5
непросто	-1.2
непрофесійний	-1.4000000000000001
непрофесійно	-1.2
непрофесійність	-1.4
непрофесіонал	-1.2
непрофесіоналізм	-2.0
непроханий	-2.0
непрошений	-1.5
непідготовлений	-1.0
непідконтрольний	-1.5
непідкупний	1.0
непідробний	1.5
непідтверджений	-1.4
непідтримуваний	-2.0
непізнаний	-2.0
нерадісний	-1.5
нераціонально	-2.0
нерв	-1.0
нервовий	-1.19
нервово	-2.0
нервозний	-1.5
нервозність	-2.0
нервувати	-1.2
нервує	-2.0
нереальність	-1.5
нереалізований	-1.4666666666666668
нереалістичний	-1.5
нерегулярні	-2.0
нереформабельний	-2.0
нержавіюча	2.0
нероба	-1.5333333333333332
нерозбірливий	-1.5
нерозв'язний	-1.5
нерозв’язний	-2.0
нерозділений	-1.2
нерозмитнений	-1.2
нерозповсюдження	1.5
нерозривний	-2.0
нерозривно	-0.9
нерозрізнений	-2.0
нерозумний	-2.0
нерозумно	-1.3
нерозуміння	-1.0
нерозчинені	-2.0
неруйнівний	1.0
нерівномірний	-1.5
нерівність	-1.3
нерішуче	-2.0
нерішучий	-2.0
нерішучість	-2.0
несамовитий	-1.1333333333333333
несамостійний	-1.5
несанкціонований	-1.5
несвобода	-1.6
несвоєчасно	-1.8
несвідомий	-1.3333333333333333
несвіжий	-1.8
несексуальний	-1.5
несерйозний	-1.5
несерйозно	-1.4
несиметричний	-1.5
несимпатичний	-1.5
несистемний	-1.5
несказаний	1.5
нескладний	2.0
нескладно	1.2
нескромний	-1.0
нескромно	-1.0
нескромність	-2.0
неслухняний	-1.0
несмак	-2.0
несмачний	-1.0
несмачно	-1.6
несміливо	-2.0
несплата	-1.4666666666666668
несплачений	-1.5
несповідимий	-1.5
несподіванка	1.0
несподівано	-1.4
неспокійний	-1.2
неспокійно	-1.0
неспостережений	-2.0
несправедливий	-1.6
несправедливо	-2.0
несправедливості	-2.0
несправедливість	-1.9
несправний	-1.2
несправності	-2.0
несправність	-1.8
несприятливий	-1.1
неспроможність	-1.5
нестабільний	-1.3
нестабільно	-2.0
нестабільність	-1.3
нестандартний	1.21
нестаріючий	1.5
нестача	-1.6
нестерпний	-1.2
нестерпно	-1.4
нестриманий	-1.0
нестійко	-2.0
нестійкість	-2.0
несумлінність	-2.0
несумірний	-2.0
несумісний	-1.3333333333333333
несумісні	-2.0
несумісність	-1.2
несуттєво	-2.0
несучасний	-1.5
несхвальний	-2.0
несхвально	-2.0
несхильний	-2.0
нетактовний	-1.8333333333333333
нетактовно	-1.38
нетверезий	-1.4666666666666668
нетворчі	-2.0
нетерпимий	-1.4
нетерпимість	-1.2
нетерпляче	-2.0
нетерплячий	-1.0
неточний	-1.0
неточності	-2.0
неточність	-1.0
нетрі	-2.0
нетяжкий	-2.0
неув'язка	-1.5
неуважний	-1.0
неугодний	-1.5
неупереджено	2.0
неупередженість	2.0
неуспішний	-1.5
неуточнене	-2.0
неушкоджений	1.5
неушкодженим	2.0
нехитрий	1.0
нехороший	-1.5
нехтування	-2.0
нехтувати	-1.46
нехтується	-2.0
нецензурний	-1.9333333333333333
нецивільний	-2.0
нецивілізований	-1.5
нецікавий	-1.4666666666666668
нечемність	-1.2
нечесний	-2.0
нечесно	-1.0
нечесність	-2.0
нечестивий	-1.5
нечестиво	-2.0
нечистий	-1.3
нечистота	-2.0
нечисть	-1.5
нечитабельний	-2.0
нечленорозбірний	-2.0
нечуваний	-1.0
нечувано	-1.0
нечутливий	-1.0
нечутливо	-2.0
нечутливість	-2.0
нечутно	-2.0
нечіткий	-2.0
нечітко	-2.0
нешанобливий	-2.0
нешкідливий	1.0
нещадний	-2.0
нещадність	-2.0
нещасливий	-1.8
нещасний	-1.815
нещастя	-1.8
нещирий	-1.0
нещиро	-2.0
нещирість	-2.0
неявний	-1.5
неякісний	-1.5
неякісно	-1.6
неясний	-2.0
неясно	-1.5
неідеальний	-1.5
неінформативний	-1.5
неінформований	-2.0
неіснуючий	-2.0
неіснуючі	-2.0
неїстівний	-1.5
нижча ціна	2.0
низька вартість	2.0
низька ціна	2.0
низький	-1.2933333333333332
низький рейтинг	-2.0
низький ризик	2.0
низько	-1.3
низькооплачуваний	-1.5
низькопробний	-1.5
низькоякісний	-1.5
нити	-2.0
ниття	-1.0
ницість	-2.0
нищівно	-2.0
ниючий	-2.0
новаторський	1.0
новація	1.4
новенький	1.25
новизна	1.2
новий	1.5
новинка	1.5
новобудова	1.2
нововведення	1.5
новомодний	1.5
новонароджений	1.8
новорічний	1.8
новосел	1.5
новітній	1.13
ножовий	-1.6
нокаут	-1.0
норма	1.13
нормально	1.0
нормалізація	2.0
нормативний	1.25
нормативність	1.0
ноутбук	1.0
ну	2.0
нудитися	-1.6
нудний	-1.065
нудно	-1.6
нуднуватий	-1.5
нудота	-1.4
нудоти	-2.0
нудотний	-1.5
нудотно	-2.0
нудьга	-1.2
нужда	-1.5
нужденний	-1.2
нутрощі	-1.0
нянечка	1.2
нідерландець	1.13
ніж	-1.375
ніжитися	1.2
ніжний	1.75
ніжно	2.0
ніжність	1.3
нікудишній	-2.0
нікчема	-2.0
нікчемний	-1.6
нікчемно	-2.0
нікчемність	-2.0
німецько-фашистський	-1.5
німий	-1.4
німота	-2.0
нірвана	1.5
нісенітниця	-1.1
нітрохування	-2.0
нічого не підозрюючи	-2.0
нічого собі	2.0
ніякий	-1.2666666666666666
оае	1.13
оазис	1.9
об'єднаний	1.25
об'єднання	1.2
об'єднати	1.0
об'єднувати	1.2
об'єктив	1.4
об'єктивний	1.2
об'єктивно	1.2
об'єктивність	1.5
об'їдати	-1.5
об'їхати	1.2
обачний	1.5
обвал	-1.5
обвалення	-1.4000000000000001
обвальний	-1.5
обвинувальний	-1.5
обвинувачення	-1.4
обвинувачуватися	-2.0
обвислий	-2.0
обвішати	-1.4
обганяти	0.9
обганяє	2.0
обгарювати	-2.0
обговорювати	1.13
обговорюватися	1.0
обгортання	-2.0
обгорілий	-1.9333333333333333
обгін	2.0
обдарований	1.0
обдаровання	1.5
обдертий	-2.0
обдирати	-2.0
обдуманий	1.6
обдумування	1.2
обдурений	-2.0
обдурив	-2.0
обдурити	-2.0
обдурювати	-2.0
обережність	1.5
обертатися	-0.9
оберігати	1.8
обивательський	-1.5
обкладати	-1.1333333333333333
обкрадати	-1.5
облагороджувати	2.0
обладнання	1.0
обладунок	1.0
облаштовувати	1.2
облаштування	1.0
облаштувати	1.13
обливати	-1.4666666666666668
обличчя	1.3333333333333333
облудно	-2.0
облудність	-2.0
облізлий	-2.0
обманув	-2.0
обманщик	-2.0
обманщики	-2.0
обманювати	-1.8
обмежена	-2.0
обмежений	-1.565
обмеження	-1.63
обмежено	-2.0
обмеженість	-1.5333333333333332
обмежити	-1.7
обмежувальний	-1.565
обмежувати	-1.5433333333333332
обмежуватися	-1.2
обмерзання	-1.6
обмерзати	-1.8
обмірковувати	1.4
обміркувати	1.2
обнадійливий	1.5
обнадійливо	2.0
обняти	1.4
обнімання	1.6
обнімати	1.4
обов'язок	1.13
обожнюваний	2.0
обожнювати	1.5
обожнюю	2.0
обожнюючи	2.0
обожнюється	2.0
оборона	1.3333333333333333
оборонець	1.6
обпалити	-1.4
обрадувати	1.5
ображати	-1.9
ображатися	-1.6
ображений	-2.0
образа	-1.19
образити	-1.6
образливий	-2.0
образливо	-1.4
образливість	-2.0
образний	2.0
обрамлення	1.1266666666666667
обранець	1.2
обраним	2.0
обривати	-1.4000000000000001
обручка	1.4
обрушити	-2.0
обрушувати	-1.5
обрушуватися	-1.5
обсипатися	-1.0
обставити	-2.0
обстеження	1.0
обстріл	-2.0
обстрілювати	-1.9333333333333333
обстріляти	-1.2
обсценний	-1.5
обтяження	-1.0
обтяжливий	-1.0
обтяжувати	-2.0
обурений	-1.2
обурення	-1.375
обурено	-2.0
обуритися	-1.4
обурливий	-2.0
обурливо	-2.0
обурювати	-2.0
обурюватися	-2.0
обшук	-1.4000000000000001
обід	1.25
обідати	1.0
обідраний	-1.4
обізвати	-1.4
обізнаний	2.0
обізнаність	1.2
обіймати	1.63
обійми	1.875
обійняти	1.6
обіцяв	2.0
обіцяний	1.0
обіцянка	1.5
обіцянки	2.0
обіцяти	1.25
обґрунтований	1.0
обґрунтовувати	1.4
обґрунтування	1.0
обґрунтувати	1.4
овація	1.1333333333333333
овації	2.0
огида	-2.0
огидний	-1.8
огидно	-1.6
оглушення	-2.0
ого	2.0
ого-го	2.0
оговтуватися	1.0
оголити	1.0
огірок	1.0
одержати	1.4
одержима	-2.0
одеса	1.4
одесит	1.6
одеський	1.0
одещина	1.0
одинокий	-1.25
одиночка	-2.0
одкровення	2.0
однобічність	-2.0
одноголосний	1.5
однодумець	1.8333333333333333
однозначно	1.2
однозначність	1.0
одноліток	1.0
одноманітний	-1.0
одноманітно	-1.0
одноманітність	-1.7
однополярний	-2.0
одноразовий	0.9566666666666667
одностайний	1.5
односторонній	-2.0
одружений	1.4
одруження	1.2
одружитися	1.0
одружуватися	1.4
одужання	1.4
одужати	1.9
одужувати	1.5433333333333332
одурманений	-2.0
одурманюючий	2.0
одухотворений	2.0
одяг	1.13
одіозний	-1.2666666666666666
одірваний	-1.5
оживати	1.4666666666666668
оживити	2.0
оживляти	1.6
ожиріння	-2.0
озброювати	-1.6
озброюючи	-2.0
озброєний	-1.8
озброєння	-1.4666666666666668
озброїтися	-1.2
озвірілий	-2.0
оздоблення	1.2
оздоровити	1.5
оздоровлення	1.6666666666666667
оздоровлювати	1.8
оздоровчий	1.5
озлоблений	-2.0
ознайомити	1.0
ознайомлення	1.0
ознайомлювати	1.4
озноб	-2.0
океанаріум	1.2
оклюзійний	-2.0
око	1.315
окріп	-1.2
окуляри	1.25
окупант	-1.5999999999999999
окупаційний	-1.5333333333333332
окупація	-1.8
окупність	-2.0
окупований	-2.0
окупувати	-1.5
окутаний	-2.0
олександрія	1.0
олово	-2.0
олігарх	1.1666666666666667
олігархічний	-1.5
олігархія	-1.5
олімпіада	1.2
олімпійський	1.0
омана	-1.7
оманливо	-2.0
омлет	1.2
омолоджені	2.0
омолоджуючий	2.0
омолодити	1.7
омріяний	1.5333333333333332
онкологічний	-1.6666666666666667
онкологія	-1.5
онкохворий	-1.8
онлайн-урок	1.2
оновити	1.8
оновитися	1.2
оновлений	1.0
оновлення	1.625
оновлювати	1.4
оновлюватися	1.4
оновляти	1.2
оновлятися	1.2
онук	1.13
онука	1.4
онімілий	2.0
оніміння	-2.0
оніміти	-1.0
оон	1.63
ооооо	2.0
опалення	1.4
опалити	-1.4
опальний	-2.0
опалювати	1.2
опановувати	1.6
опанування	1.4
опанувати	1.63
опера	1.6
оперативно	1.7
оперативність	1.2
оплакання	-2.0
оплакати	-1.2
оплакувати	-1.2
оплески	1.3333333333333333
оподаткування	-2.0
опозиція	-1.125
опозиції	-2.0
опора	1.2
опори	2.0
опрацювання	1.0
опрацювати	1.2
оприлюднений	1.0
оприлюднення	1.0
опромінення	-1.0
опромінювати	-1.0
оптимальний	1.2
оптимізм	1.4
оптимізувати	1.4666666666666668
оптиміст	1.8
оптимістичний	1.5999999999999999
оптимістично	1.6
опудала	-2.0
опудало	-1.6
опускання води	-2.0
опустити	-2.0
опік	-1.875
опіка	1.2
опіки	-2.0
опікуватися	1.4
опір	-1.2
оратор	1.2
ораторський	1.5
орган	1.0
організатор	1.0
організаторський	1.5
організаційний	1.2
організований	1.4
організовувати	1.2
органіка	1.2
органічний	1.0
органічно	1.0
орда	-2.0
орден	1.0
орел	1.0
ореол	-2.0
оригамі	1.6
оригінал	1.8
оригінальний	1.5
оригінально	1.0
оригінальність	1.3
оркестр	1.4
орієнтовний	-2.0
орієнтовно	-2.0
оса	-1.0
осад	-1.6
осаджувати	-1.5
осадити	-2.0
освоювати	1.0
освоєння	1.0
освоїти	1.4
освячений	2.0
освідчитися	1.8
освіжаючий	2.0
освіжити	1.7
освіта	1.5
освітити	1.0
освітлення	1.0
освітлювати	1.2
освітлюючий	2.0
освітній	1.4166666666666667
освітянський	1.4
освічений	1.4
освіченість	1.4
оселитися	1.4
оселя	1.6
осипатися	-2.0
оскар	1.13
оскаржувати	-1.5
оскароносний	1.5
осквернити	-2.0
оскома	-2.0
ослаблений	-1.4
ослаблення	-1.4
ослаблювати	-1.0
ослабнути	-2.0
осмислення	1.4
осмислити	1.2
осмислювати	1.8
осмислюватися	1.2
основний	1.13
особистий	1.5
особистісний	1.0
особистість	1.75
особливий	1.46
особливість	1.38
останки	-1.4
остання канава	-2.0
остерігайтеся	-2.0
осторонь	-1.6
островний	-2.0
оступатися	-1.0
оступитися	-1.2
осудити	-2.0
осудний	-1.0
осучаснювати	1.6
осушити	-1.13
осушувати	-1.0
осягати	1.4
осягнути	1.0
осяяти	1.4
отаман	1.2
отг	1.2
отець	1.2
оточити	-1.0
отримати	1.38
отримувати	1.5
отруйний	-1.4
отрута	-2.0
отруювати	-1.6666666666666667
отруєння	-1.5333333333333332
отруїти	-1.9333333333333333
отямити	1.0
отямлювати	1.2
оформляти	1.0
офігенний	1.5
офіційний	1.0
охайний	1.6
охайно	1.0
охолодження	-1.2
охорона	1.46
охоронець	1.2
охоронник	1.2
охороняти	1.4
оцифрований	1.0
оцінив	2.0
оцінний	2.0
очисний	1.0
очистити	1.7
очистка	1.2
очищати	1.4
очищає	2.0
очищений	1.4
очищення	1.4000000000000001
очищувати	1.4
очолити	1.25
очолювати	1.4
очікуваний	1.2
ошпарювати	-1.6
оштрафувати	-1.6
ощадливий	1.0
ощадливість	1.0
п'явка	-1.5
п'яний	-1.75
п'янити	-2.0
п'яниця	-2.0
п'янство	-2.0
п'єдестал	1.4
падати	-1.25
падлюка	-2.0
падіння	-1.0
падіння щелепи	2.0
пай	1.4
пакосник	-1.0
пакість	-2.0
палати	-1.8
палатка	1.4
палацовий	2.0
палач	-1.6
палити	-1.6666666666666667
палкий	1.3333333333333333
палко	1.3
пальне	1.0
пальці вгору	2.0
палючий	-2.0
паління	-1.8
пам'ятати	1.25
пам'ятка	1.0
пам'ять	1.63
памперси	2.0
пан	1.1666666666666667
панама	1.2
панахида	-1.2666666666666666
панда	1.4
пандартування	-2.0
пандемоній	-2.0
пандемічний	-1.8
пандемія	-2.0
пандер	-2.0
пандус	1.0
панк	-2.0
панорамний	2.0
пансіон	1.6
пантелеймон куліш	1.4
пантера	1.2
панування	1.2
панянка	1.4
пані	1.0
паніка	-1.375
панікер	-1.8
панікувати	-1.63
панікуючи	-2.0
панічний	-1.0
панічно	-2.0
папараці	-1.2
парагрип	-1.8
парадоксальний	-1.5
паразит	-1.9
паразитарний	-1.5
паразитичний	-1.5
паралізований	-2.0
паралізувати	-1.5
параної	-2.0
параноїдальний	-1.5
параноїк	-2.0
париж	1.4
паритися	-1.5
парк	1.75
парники	-2.0
паром	1.4
партизан	-1.3
партизани	-2.0
партнер	1.4
партнерство	1.6
партнерський	1.4
паршивий	-2.0
парія	-2.0
пасивний	-1.8
пасивність	-1.6
паскудний	-2.0
пасти	-1.5333333333333332
пастирський	1.5
пастка	-1.2
пастух	1.6
патова ситуація	-2.0
патогенний	-1.5
патологічний	-1.5
патологія	-1.5333333333333332
патон	1.4
патрон	-1.6
патрулювання	1.2
патрулювати	1.4
патріот	1.9
патріотизм	1.5
патріотичний	1.0
пафос	-1.46
пафосний	-1.5
пафосно	-2.0
пахне	-2.0
пацюк	-2.0
паща	-1.5
педагог	1.0
педантичний	2.0
педерастична	-1.5
педерастія	-2.0
педофіл	-2.0
педофілія	-2.0
пейзаж	1.6
пейзажний	1.2
пекар	1.0
пекарня	1.4
пекельний	-1.9
пекло	-1.5
пекуче	-2.0
пекучий	2.0
пеньок	-2.0
перверзно	-2.0
первозданний	1.5
первомайськ	1.0
первісток	1.8
перебалансованість	-2.0
перебивати	-2.0
перебити	-2.0
переборщити	-2.0
перебої	-2.0
перебудова	2.0
перебудований	2.0
перебій	-1.2
перебільшений	-2.0
перебільшення	-1.6
перебільшувати	-1.1
перебільшуватися	-2.0
перебільшує	-2.0
перевага	1.25
перевагу	2.0
переважати	1.13
переважна	-2.0
переважний	1.1333333333333333
перевантажений	-1.2
перевантаження	-1.2
перевантажені	-2.0
перевершений	2.0
перевершено	2.0
перевершив	2.0
перевершивши	1.5
перевершити	1.0
перевершувати	1.0
перевершуючи	2.0
перевищений	-1.0
перевищення	-0.9
перевищено	2.0
перевищувати	1.065
перевищує	2.0
переворот	-1.4
перевірений	1.0
перевіряється	2.0
перегару	-2.0
перегороджувати	-1.5
перегородка	-1.2
переграти	-1.1
перегріватися	-2.0
передбачення	1.4
передбачити	1.21
передмістя	1.3
передозування	-1.5
передсмертний	-1.5
передутий	-2.0
передчуваючи	-2.0
передчуття	1.2
пережитки	-2.0
перезапуск	1.4
перейматися	-1.2
перейми	-1.2
перекинутися	-1.0
перекладач	1.8
перекласти	-2.0
переконати	-1.04
переконатися	1.2
переконливий	1.4000000000000001
переконливо	1.0
переконливість	1.5333333333333332
переконувати	1.2
переконуватися	1.4
перекреслювати	-1.5
перекрити	-1.0
перекручування	-1.0
перекручувати	-1.4
перекупка	-2.0
перекус	1.0
переламати	-2.0
перелом	-2.0
перелюб	-2.0
переляканий	-1.8
переляку	-2.0
перемагати	1.6
перемагаючи	2.0
перемагає	2.0
перемир'я	1.8
перемога	1.375
перемогти	1.5333333333333332
переможений	2.0
переможець	1.875
переможний	1.0
переможці	2.0
перемішаний	-2.0
переміщені	-2.0
перенасичення	-2.0
перенасичувати	-1.5
перенести	-1.0
переосмислити	1.6
переоснащення	1.8
переохолодження	-1.75
переоцінений	-2.0
переоцінити	-1.3
перепалка	-1.4
переписка	1.0
переплачено	-2.0
переплачували	-2.0
переплачувати	-1.5
переповнений	-1.5
переповнення	-1.1333333333333333
переповнює	-2.0
переполох	-2.0
переполохи	-2.0
перепочинок	2.0
перерва	1.38
перервано	-2.0
перервати	-1.3
перерви	-2.0
перерву	-2.0
переривання	-1.4
переривати	-1.6666666666666667
перериває	-2.0
переробка	1.13
перероблювати	-1.4
переробний	1.5
перерізаний	-2.0
перерізати	-1.0
переселитися	-1.2
переселятися	-1.6
пересилити	-2.0
пересихати	-1.2
переслідували	-2.0
переслідування	-1.5
переслідувати	-1.2
переслідуватися	-2.0
пересмикувати	-1.5
пересохнути	-1.6
перестаратися	-1.7
перестрілка	-2.0
переступ	-2.0
пересічний	-1.5
перетворення	1.1333333333333333
переходити	1.0
перешкода	-1.25
перешкоджати	-1.0
перешкоджають	-2.0
перешкодити	-1.0
переяслав	1.13
переїдати	-1.8
персиковий	2.0
персонажів	2.0
персональність	1.2
персоналізований	2.0
перспектива	1.63
перспективний	2.0
перспективність	1.8
пертинантно	-2.0
перукарня	1.0
перфекціонізм	1.0
перфункціональний	-2.0
перфідний	-2.0
перфідність	-2.0
перший	1.25
перший у своєму класі	2.0
першокласний	2.0
першорядне	2.0
першосортний	1.5
пес	1.0
песик	1.4
песимізм	-2.0
песимістичний	-1.0
песимістично	-2.0
пестицид	-1.0
пестливий	1.0
печаль	-1.8
печальний	-1.5
печера	-1.2
печиво	1.5
пизда	-2.0
пиздець	-2.0
пика	-1.6
пил	-1.4
пилипець	1.2
пильний	2.0
пильність	1.0
пиріг	1.25
писанка	1.2
писклявий	-1.5
письменник	1.38
питань	-2.0
пихатий	-1.0
пихатість	-2.0
пишатися	1.5999999999999999
пишність	1.2
пищить	-2.0
пияцтво	-1.5
пиячити	-2.0
плавлення	-1.2
плавно	2.0
плавніше	2.0
плавуче	2.0
плагіат	-1.4
плакати	-1.38
плаксивий	-1.0
план	1.13
плантація	1.0
планувати	1.25
пласт	1.2
пластичний	-2.0
пластмаса	-1.4
платня	1.0
платон	1.0
платоспроможність	1.4
плач	-1.9166666666666667
плачевна	-2.0
плачевний	-1.0
плебейський	-1.0
плов	1.6
плодовитий	1.4
плоский	-2.0
плоттери	-2.0
плр	-1.2
плутаний	-1.5
плутанина	-1.2
плутанини	-2.0
плутати	-1.565
плутатися	-1.5
плутає	-2.0
плювати	-1.8666666666666665
плюватися	-1.6
плюгавий	-2.0
плюнути	-1.4666666666666668
плюс	1.25
плюшеві	2.0
плява	-2.0
пляж	1.6
пляма	-1.9
плямкати	-2.0
плідний	1.0
плідність	-2.0
пліснява	-1.8
плітка	-1.6
плітки	-2.0
пліч-о-пліч	1.0
пневмонія	-1.6666666666666667
пні	-2.0
по праву	2.0
по-дитячому	1.0
по-диявольськи	-2.0
по-дружньому	1.5
по-людськи	1.5
по-моєму	-2.0
по-особливому	1.5
по-скривському	-2.0
по-справжньому	1.2
по-сучасному	2.0
по-українськи	1.0
по-чорному	-1.4
побажати	1.8
побачення	1.4
побачити	1.25
поберегти	1.8
побиватися	-2.0
побити	-1.8
побитий	-1.7
побитися	-1.8666666666666665
побиття	-1.5999999999999999
поблагословити	1.5
поблажливий	-1.0
поблажливо	-2.0
побліднути	-2.0
побожний	2.0
побороти	1.8
побоювання	-1.125
побоюватися	-1.3333333333333333
побоюючись	-2.0
побої	-2.0
побратися	1.2
побудувати	1.5
побій	-2.0
побічний	-1.6
повага	1.25
поважати	1.5833333333333333
поважний	1.1
повалення	-1.0
повалити	-1.0
повальний	-1.5
повально	-2.0
повбивати	-2.0
поведінка	1.13
повернення	1.5
повернення грошей	2.0
повернення грошових коштів	2.0
повернення коштів	2.0
повернено	2.0
повернутися	1.5
повертатися	1.0
поверхневий	-1.3
поверхово	-2.0
поверховість	-2.0
повзати	-1.1
повзе	-2.0
повзучий	-2.0
повикидати	-1.0
повилазити	-1.0
повний	1.0
повноліття	1.2
повнофункціональний	1.5
повноцінний	1.19
повноцінність	1.8
повніти	-1.8
повороти	-2.0
повоювати	-1.4
повстання	-1.3
повстаючий	-2.0
повторити	1.0
повторювані	-2.0
повчальний	1.0
повчання	1.5
повідомлення	1.5
повідомляти	1.5
повільний	-0.94
повільний рух	-2.0
повільно	-1.0
повільніше	-2.0
повінь	-1.8
повірити	2.0
повісити	-2.0
повіситися	-2.0
повістка в суд	-2.0
повістки до суду	-2.0
повітря	1.63
повітряний	1.19
повішений	-2.0
повія	-1.8
погана вдача	-2.0
погана послуга	-2.0
погана репутація	-2.0
поганець	-1.6
поганий	-1.25
поганка	-1.5
погано	-1.4
погано визначений	-2.0
погано використовується	-2.0
погано відсортований	-2.0
погано поводитися	-2.0
погано розроблений	-2.0
погано ставати	-2.0
погано сформований	-2.0
погань	-2.0
погасити	1.4
погашення	1.4
погидувати	-1.6
погинути	-2.0
поглибитися	1.2
поглиблений	1.5
поглиблення	1.2
поглинати	1.0
погнатися	-2.0
поговорити	1.0
погодитися	1.5
погожий	1.5
поголити	-2.0
погостювати	1.0
пограбування	-1.6666666666666667
пограбувати	-2.0
погрожувати	-1.8
погроза	-1.8
погрози	-2.0
погром	-1.5999999999999999
погруддя	1.2
погрішність	-1.2
погубити	-1.5
погіршення	-1.3
погіршення стану	-2.0
погіршити	-1.4
погіршитися	-1.6
погіршувати	-1.8
погіршуватися	-1.2
погіршуються	-2.0
погіршується	-2.0
подав у відставку	-2.0
подавляти	-1.8
подання позову	-2.0
подано до суду	-2.0
подарований	1.4666666666666668
подарувати	1.25
подарунок	1.5433333333333332
подати	1.4
подати позов	-2.0
подбати	1.6
подвиг	1.8
подвоїти	1.0
подешевшати	1.25
подобатися	1.46
подобається	2.0
подолання	1.1
подолати	1.21
подорож	1.38
подорожчати	-1.6
подразнення	-1.4
подразник	-2.0
подразнити	-1.2
подразнювати	-1.4
подружитися	1.5999999999999999
подружній	1.2
подряпаний	-2.0
подряпина	-2.0
подряпини	-2.0
подряпинний	-2.0
подрібнений	-2.0
подрібнити	-2.0
подяка	1.4000000000000001
подякувати	1.2
подячний	2.0
подільник	-2.0
подільність	-2.0
подія	1.0
поезія	1.0
поет	1.4
поетизувати	2.0
поетичний	1.0
пожвавити	1.7
пожвавлювати	1.4
пожежа	-1.88
пожежник	1.6
пожертвували	-2.0
пожертвування	1.2666666666666666
пожертвувати	0.9333333333333332
поживна	2.0
поживний	1.2666666666666666
пожирати	-1.8
пожити	1.5
поза законом	-2.0
позаздрити	-1.5
позамежний	-2.0
позаплановий	-1.5
позбавити	-1.69
позбавлений	-1.4
позбавлення	-1.46
позбавлення волі	-2.0
