Word//word combination	Sentiment scores
обурювати	-2.0
самовпевнений	-1.0
пшеничний	1.2
грація	1.2
самотній	-1.4
нестаріючий	2.0
жахає	-2.0
інсульт	-2.0
розчаровувати	-1.8
присмак	-1.1
українофобство	-1.5
негатив	-1.625
пудель	1.2
злив	-1.0
м'ячик	1.0
самоорганізація	1.2
жертвувати	-1.8
вміти	1.63
неконституційний	-1.4
брехуни	-2.0
поновляти	1.6
сяяти	1.4
канів	1.0
вилупок	-2.0
заманливий	1.2
ясний	1.5
здобуто	2.0
нація	1.25
умиватися	1.0
завоювання	-1.2
візантійський	-2.0
чорнобиль	-1.5
краде	-2.0
приниження	-2.0
награбувати	-2.0
спрямовувати	1.0
викривальний	-2.0
змушувати	-1.75
куріння	-1.8
осмислювати	1.8
отруювати	-2.0
боговгодно	2.0
фанатизм	-1.4
порядність	2.0
бідно	-2.0
заполонити	-1.0
напханий	-2.0
непристосований	-2.0
схуднути	1.0
відмовляє	-2.0
жебрацький	-2.0
замучити	-1.8
дорости	1.0
озброювати	-1.6
кульгати	-2.0
оригінальність	1.6
кмітливість	2.0
важливий	1.75
патова ситуація	-2.0
посада	1.13
відхожий	-2.0
амбівалентний	-2.0
добровільно	1.7
згарище	-1.6
істинний	1.7
невигідний	-1.6
знизити рейтинг	-2.0
винний	-1.5
хибність	-2.0
сенс	1.25
архаїчний	-2.0
комунікабельний	1.8
картатий	-2.0
підарас	-2.0
інтервенція	-2.0
привітність	2.0
героїня	1.5
інтернет	1.63
захоплюючі	2.0
згинути	-2.0
гуманістичний	2.0
нянечка	1.2
організований	1.4
зґвалтувати	-2.0
застрелюватися	-2.0
погроза	-1.8
леонардо да вінчі	1.38
встановлення записів	2.0
вистрілити	-1.6
власноруч	1.6
янтарний	2.0
домагання	-1.4
захоплюючись	2.0
найніжніший	1.9
занудьгувати	-2.0
лагідний	1.0
прогулянка	1.5
інвазивний	-2.0
стурбовано	-2.0
розрізнити	1.4
сперечатися	-1.4
по-дружньому	2.0
приправлений	2.0
ламаючи	-2.0
хуйовий	-2.0
антидепресант	-1.2
маніяк	-2.0
курва	-2.0
звірячий	-2.0
загазованість	-1.0
душові мішки	-2.0
дикуни	-2.0
саркастично	-2.0
нездоровий	-1.0
глухий	-1.625
деморалізуючи	-2.0
апеляція	1.2
лицемір	-1.6
відень	1.0
проектувати	1.0
хейтер	-1.4
тріщина	-1.6
бажати	1.38
ангел	1.9
недотепа	-2.0
розповідь	1.0
хисткий	-2.0
скалити	-2.0
об'єктив	1.4
стомлення	-1.6
обвішати	-1.4
бракувало	-2.0
аромат	1.565
звинуватити	-2.0
інгібувати	-2.0
ворогів	-2.0
зграя	-1.1
малограмотний	-2.0
потомство	1.8
мадрид	1.38
безробіття	-1.94
рюшати	-2.0
лемент	-2.0
вдома	1.63
безталанний	-2.0
спромогтися	1.2
мелодраматичний	-2.0
неакуратний	-2.0
добро	1.94
малоефективний	-1.5
перелюб	-2.0
розливу	-2.0
свердловини	-2.0
квітнути	1.4
розкладання	-2.0
вирости	1.2
лють	-1.4
виправдовувати	1.0
самодостатність	2.0
попереджувати	1.2
мета	1.5
американські гірки	-2.0
димова завіса	-2.0
ізолювати	-1.5
цькувати	-1.8
порушити	-1.2
розтрата	-1.6
незручність	-1.5
тюхтій	-2.0
применшує	-2.0
перший	1.25
вчитися	1.63
закінчився термін дії	-2.0
задоволений	1.2
взаємоприйнятний	2.0
відвертий	1.25
кровоточити	-2.0
славний	2.0
прославитися	1.8
підступи	-2.0
метрополітен	1.0
роздратувати	-2.0
пилипець	1.2
протриматися	1.2
симфонія	1.2
гріхопадіння	-1.6
невисокий	-2.0
занепад	-1.6
консерватор	-1.2
послідовний	2.0
банда	-2.0
життєрадісний	1.75
головне	2.0
повний	1.0
круасан	1.0
гоніння	-1.6
невмотивований	-1.4
тупий	-1.38
глюки	-2.0
еволюціонувати	1.4
ігнорувати	-1.69
ухвалений	1.0
донат	1.0
раціональний	1.75
скулити	-2.0
розважає	2.0
кваліфікований	1.8
відбувати	-2.0
кіт	1.25
дезадаптація	-2.0
вдержатися	-2.0
бердянськ	1.0
гімно	-2.0
ініціатива	1.38
карикатура	-1.4
вихваляти	-2.0
непрактично	-2.0
обнадійливо	2.0
піднятий	2.0
хворобливо	-2.0
березня	-2.0
приквел	1.2
доречно	1.0
невмілий	-2.0
британці	1.25
танцювати	1.25
пухлина	-2.0
помітність	1.0
крастись	-2.0
розумовий	1.6
радуючий	2.0
тактика	1.0
забуття	-1.2
розширяти	1.2
проводити	1.6
непорядний	-2.0
жалуватися	-1.4
рвучкий	-1.2
вмирати	-2.0
дебют	1.2
повістка в суд	-2.0
хо-гул	-2.0
ревнощі	-1.8
реакція	1.0
порозумнішати	1.4
розсудливий	1.6
вільнодумний	2.0
ефронтерія	-2.0
структурувати	1.0
відмовити	-1.6
агресор	-1.94
зіпсуватися	-2.0
не має права	-2.0
дочекатися	1.5
бачити	1.5
продюсер	1.0
з повагою	2.0
радикалізація	-1.3
нехтувати	-1.69
расисти	-2.0
критикували	-2.0
позаплановий	-2.0
декремент	-2.0
некомпетентно	-2.0
іронічно	-1.1
оскаржувати	-2.0
левосерце	2.0
ліверпуль	1.0
сталий	1.2
аномалія	-1.625
грамотно	2.0
добровільний	1.2
найнеприємніший	-1.8
суєтний	-2.0
завдати	-1.2
жебрацтво	-2.0
лукавити	-2.0
вибити	-1.0
прискорити	1.2
саморозвиток	1.63
просити	-1.0
не підтримує	-2.0
збиток	-1.94
алкогольний	-1.13
герцог	1.0
збройний	-1.6
відступати	-1.4
нірвана	2.0
невживано	-2.0
відзначати	1.0
симптом	-1.69
найнеобхідніший	1.0
роззброювання	2.0
писанка	1.2
подарувати	1.25
досяжний	1.4
неблагонадійний	-2.0
розірвати	-1.9
содомія	-2.0
однодумець	1.75
повія	-1.6
клин	-2.0
вітатися	2.0
снодійне	-1.0
повернення грошей	2.0
наблизитися	1.13
ликування	2.0
понад	1.1
крапельниця	-1.8
опалення	1.4
ласкаво	1.7
псудний	-2.0
славнозвісний	1.0
утопічний	-1.4
що вмирає	-2.0
місто	1.25
захворювання	-1.88
шахід	-2.0
тиранія	-1.8
мнеться	-2.0
докладність	1.4
підлість	-2.0
щасливіше	2.0
гуд	2.0
перетворення	1.2
романтизувати	2.0
своєрідно	-2.0
підтримуватися	2.0
сексуальний	1.5
асперс	-2.0
відлюдькуватий	-1.4
посередник	-1.1
власний	1.75
фірма	1.0
хребет	1.2
граничний	-0.9
тютюн	-1.2
слідство	-1.0
правдиво	2.0
обладнання	1.0
порожній	-1.0
гриль	1.2
фанкі	-2.0
кошмар	-1.8
мляво	-2.0
інформація	1.38
гімнастика	1.0
знайомити	1.2
доленосно	-2.0
наркобізнес	-2.0
мудрець	1.6
обпалити	-1.4
перемога	1.75
перебій	-1.2
вистачало	2.0
переламати	-2.0
бичачий	2.0
пересічний	-2.0
грубіянство	-1.6
ексцентричність	-2.0
виграти	1.9
відмінні	2.0
ексклюзив	1.4
розстріляти	-1.6
мальдіви	1.13
обдертий	-2.0
обмежувати	-1.815
компульсивний	-2.0
доброчесність	1.8
злива	-1.0
дисгармонія	-1.4
великоруський	2.0
нашкодити	-1.8
кокаїн	-2.0
важелі	2.0
дурний	-1.5
високопродуктивний	2.0
ухилятися	-1.2
подрібнений	-2.0
розрізнений	-2.0
вагаючись	-2.0
поведінка	1.13
розбитися	-1.8
перевантажені	-2.0
чудо	1.94
бажаючи	2.0
пам'ять	1.63
померти	-2.0
куртуазно	2.0
неправильно оцінити	-2.0
терпляче	1.5
доцент	1.0
потворно	-2.0
мухомор	-1.63
виляти	-2.0
смертник	-2.0
конкурент	-1.25
вагітна	1.2
жорсткий	-1.25
троянда	1.6
залежний	-1.565
обстеження	1.0
шокувати	-1.2
зомбувати	-2.0
взаємини	1.4
найчастіше	1.0
почути	1.13
виростити	1.6
милий	1.75
рух	1.13
проте	-1.0
фляга	1.0
ударів	-2.0
накип	-2.0
розпорядок	1.0
стартап	1.1
красти	-2.0
ховати	-1.8
віспа	-1.6
посилюватися	1.6
чесно	1.38
баскетбол	1.2
демпінгувати	-2.0
пожежа	-1.88
непереносимість	-2.0
спланувати	1.0
косметика	1.4
крихкий	-1.0
закупорка	-2.0
репресія	-1.9
найм'якший	1.0
надмірно обтяжений	-2.0
некультурність	-2.0
квапливий	-1.0
оздоблення	1.2
придушити	-2.0
здешевити	-2.0
ламкий	-2.0
блиск	1.0
змінювати	1.25
пілот	1.0
удова	-1.6
радіти	1.8
астматичний	-1.4
по-чорному	-1.4
барон	1.0
попутник	1.0
реставрація	1.8
кмітливий	1.8
ангела меркель	1.5
пастух	1.6
несповідимий	-2.0
вигода	1.2
вина	-1.4
проспати	-1.6
багатовимірний	2.0
господиня	1.2
цінний	1.2
рай	1.625
труднощі	-1.5
безсоромність	-2.0
ветеран	1.0
наближатися	1.0
демпфер	-2.0
смисл	1.4
поступливо	2.0
напівзруйнований	-2.0
панк	-2.0
обливати	-1.2
негарний	-1.2
замкнений	-1.2
бажаючий	1.0
рис	1.13
зацікавлений	-2.0
осушувати	-1.0
терміново	-1.5
накинувши	-2.0
благочестивий	2.0
уласкавити	1.0
задерикуватий	2.0
тугий	-2.0
порт	1.2
неохайність	-2.0
провокація	-1.5
вчинити	-1.1
найефективніший	1.8
постачати	1.2
вимирати	-2.0
робота	1.315
дітки	1.6
ідейний	2.0
муркотіння	1.13
лан	1.2
жаркий	1.2
припадок	-2.0
науково-фантастичний	1.0
мукачево	1.63
поранення	-1.75
опанувати	1.63
покидати	-1.2
недвозначний	-2.0
хтивий	-2.0
орда	-2.0
набридати	-1.815
смішний	1.625
безгрішний	2.0
возитися	-2.0
аудиторія	1.0
погана вдача	-2.0
смирення	2.0
відректися	-2.0
виключно	1.2
зневажливий	-1.4
співробітник	1.0
заперечуючи	-2.0
усміхнено	2.0
розпусник	-1.2
бенефіціар	2.0
відновлений	1.7
смертоносний	-1.8
каш	-2.0
русофоб	-1.0
драйв	1.0
підкрадатися	-1.2
присутність	1.0
побачення	1.4
спростовуючи	-2.0
небайдужий	1.6
неактуальний	-1.6
каюта	2.0
пограбувати	-2.0
лазівки	-2.0
всебічно	1.2
дбайливо	1.4
країна	1.38
нанесення	-0.9
відсіву	-2.0
виконаний	1.0
благословляти	2.0
ознайомити	1.0
примножувати	2.0
гумористичний	2.0
балаган	-1.2
гегемонізм	-2.0
ретельний	1.7
колапс	-1.6
непідконтрольний	-2.0
груша	1.2
наркоман	-1.8
допит	-1.6
основний	1.13
дідусь	1.38
епідемічний	-1.4
непоступливість	-2.0
закохуватися	1.9
нудьга	-1.4
продуманий	1.0
біль у спині	-2.0
обмежена	-2.0
опера	1.6
втішно	2.0
захищатися	1.4
вигулювати	1.0
чесність	1.9
відзначився	2.0
плітки	-2.0
фітопрепарат	1.0
ліквідація	-1.065
летальний	-1.875
безпроблемна	2.0
набирання	2.0
дивина	1.0
сертифікат	1.25
просторовий	1.0
одужання	1.8
гальмо	-0.9
неповажно	-2.0
екотовар	1.2
спинстер	-2.0
хвилювання	-1.6
перевершив	2.0
академіст	1.0
водіння	1.2
незахищений	-1.6
розгладжує	2.0
каламути	-2.0
заплутатися	-2.0
ярості	-2.0
вразливіший	-2.0
відмовив	-2.0
зрадницько	-2.0
злочин	-2.0
мультик	1.38
спуститися	-1.2
бездіяти	-2.0
невпевнено	-1.0
звалище	-1.75
опалювати	1.2
муліш	-2.0
смертний	-1.6
укохати	1.2
сьогодні	1.0
самомотивація	1.4
найстарший	1.6
богобоязливий	-2.0
відзвітувати	1.0
корозії	-2.0
мозковий	1.4
сморід	-1.94
спотворює	-2.0
комунікаційний	1.0
чуттєвий	1.4
добре освічений	2.0
поранений	-1.8
промовити	1.0
самоокупний	2.0
надзвичайна ситуація	-2.0
наткнувшись	-2.0
кінострічка	1.2
ладити	1.13
сша	1.0
жопа	-2.0
наповал	-2.0
благородно	2.0
натерти на тертці	-2.0
затримується	-2.0
островний	-2.0
зашкутильгати	-2.0
неймовірний	1.75
паритися	-2.0
пошкоджений	-1.75
спотворити	-2.0
плов	1.6
популярність	1.5
переважати	1.13
морок	-2.0
нікудишній	-2.0
піратство	-1.6
делікатес	1.6
скасувати	-1.625
дірка	-1.25
лицар	1.0
трудомісткий	-1.6
ускладнення	-1.38
радує	2.0
хмара	-1.125
змучити	-1.4
їдкість	-2.0
казати	1.0
помер	-2.0
осудити	-2.0
ізольований	-1.6
симетричність	1.0
камерний	2.0
обманщик	-2.0
глазур	1.0
родовід	1.2
пропонувати	1.38
повзати	-1.1
девіантний	-2.0
лісопарк	1.13
вселенський	2.0
екстаз	2.0
додаток	1.0
невирішений	-2.0
сумісний	2.0
настрою	2.0
неправосудний	-2.0
фекалії	-1.6
кошеня	1.6
емфізема	-2.0
приховано	-1.0
поневіряння	-1.4
страта	-2.0
палити	-1.5
природній	1.0
майстриня	1.6
бранка	-2.0
захистити	1.75
особистий	1.5
випадання	-2.0
упереджений	-2.0
маразматичний	-2.0
добре зв’язані	2.0
декан	1.0
спам	-1.2
найбільший	1.94
заохочення	2.0
заборонити	-1.25
судомити	-2.0
дорогоцінні камені	2.0
висока якість	2.0
салат	1.0
шикарно	1.2
серцево-судинний	-0.9
підприємець	1.25
відсвяткувати	2.0
автономний	1.315
ворсинка	-2.0
розігрівати	1.0
фінік	1.0
статуя	1.2
фермерський	1.6
недоброзичливо	-2.0
глузування	-1.2
неприкритий	-2.0
всюдисущий	2.0
гідний	1.6
з сумом	-2.0
сумлінний	2.0
існувати	1.25
високотехнологічний	2.0
доєднуватися	1.2
чистота	1.75
абсурд	-1.44
обдуманий	1.6
непевна	-2.0
веселитись	2.0
втиснути	-1.0
нездійснений	-1.7
збочинець	-2.0
отруїти	-1.9
споживацький	-2.0
легшати	1.0
збудливий	2.0
якнайкраще	1.8
черкаси	1.13
приносити	1.25
розвеселити	2.0
парк	1.75
скоєний	-2.0
хирлявий	-2.0
пошукати	1.0
стервозність	-1.6
лояльний	1.565
законно	2.0
радіація	-2.0
казковий	1.7
плювати	-1.8
пікетування	-2.0
вдертися	-1.4
біблія	1.8
уста	1.0
упереджувальний	-2.0
пасивний	-1.8
найбідніший	-1.9
сила-силенна	1.0
двоярусний	-2.0
юний	1.3
упійманий	-1.3
фанфари	2.0
крутитися	-0.935
підтвердити	1.375
репетиторство	1.0
стабілізація	1.7
оступатися	-1.0
багатий	1.69
присвячувати	1.2
продовження	1.0
панда	1.4
збалансований	1.4
зверху	2.0
виговоритися	1.4
в пастці	-2.0
моцарела	1.0
харизма	1.5
неправильно вимовляти	-2.0
неетичний	-2.0
розстрілювати	-2.0
критик	-1.2
прес-конференція	1.0
диявольство	-2.0
поширення	-1.0
лілія	1.5
напрацьований	1.4
неприязний	-2.0
фюзеляж	1.0
безпомилковість	2.0
схвалювати	1.4
нагрянути	-2.0
технологія	1.13
благополучний	1.8
викривлення	-1.0
діадема	1.4
леер	-2.0
знайдибiда	-2.0
український	1.38
радіоактивний	-1.63
отг	1.2
зарубіжжя	1.2
журливо	-2.0
забруднюючий	-2.0
охайний	1.6
затягуватися	-1.5
зближатися	1.2
впадаючий	2.0
засуджує	-2.0
завзятий	1.0
коректно	1.6
річниця	1.13
чума	-2.0
ненажерливий	-2.0
незамараний	2.0
безсилий	-2.0
тямити	1.2
народити	1.0
дітлахи	1.7
прагнення	1.13
спіткнувся	-2.0
майстерність	1.6
гальмування	-2.0
арахісовий	1.2
забруднений	-1.8
кава	1.0
необдуманість	-2.0
ослаблення	-1.4
озноб	-2.0
гроб	-2.0
рагу	-2.0
сажка	-2.0
незв’язаність	-2.0
шлак	-1.4
гріховний	-1.8
обмежений	-1.565
пропитий	-1.8
промова	1.13
розумно	1.0
збагачувати	1.4
заморочуватися	-2.0
обрушити	-2.0
боязнь	-2.0
впевнено	1.4
небезпека	-1.63
здійснити революцію	2.0
знелюднити	-2.0
підпалювати	-1.9
оселя	1.6
незворотні	-2.0
нездужання	-1.8
бікіні	1.4
прогуляти	-1.6
сарказм	-1.5
психіатр	1.0
дилетантство	-1.2
буйство	-2.0
застрілювати	-1.8
розпорядитися	1.0
комбінаційний	2.0
декаданс	-2.0
заборгувати	-1.6
ірландці	1.0
схибити	-1.2
здорово	2.0
експепляр	2.0
іноземний	1.75
підприємництво	1.2
приєднатися	1.38
вмотивований	1.2
свавілля	-1.7
громадянин	1.13
недопалок	-1.7
архітектура	1.0
авторський	1.25
гімн	1.6
позитивність	1.8
розбивати	-1.2
провалитися	-1.9
тиранічно	-2.0
тужно	-2.0
декларувати	1.2
таїти	-1.2
налаштування	-0.9
засвоїти	1.4
зручний для дітей	2.0
виліковуватися	1.4
не бажаючи	-2.0
свій	1.0
дрібно	2.0
диміти	-1.2
різнитися	1.0
пошта	1.0
милозвучність	1.6
смак	1.5
голубий	2.0
непередбачуваний	1.1
наукоємний	2.0
бездіяльність	-1.4
ажурний	1.5
страждав	-2.0
дифтерія	-1.4
розмаїття	1.63
опіки	-2.0
побудувати	1.5
багатство	1.9
розхилення	-2.0
ліс	1.63
міядзакі	1.0
закопувати	-2.0
свободи	2.0
панахида	-0.9
підходить	2.0
цінувати	1.25
дим	-1.44
краще ніж	2.0
благозвучний	2.0
чудовиська	-2.0
підбадьорюючий	2.0
престиж	1.8
нервозний	-2.0
звинувачення	-1.13
ускладнюватися	-2.0
похнюплений	-1.6
екологічність	1.6
прийшлий	-2.0
межі	-2.0
коктейль	1.0
зважений	1.6
зеніт	1.7
бравада	-2.0
довгожитель	1.8
блатний	-2.0
золотий	1.5
решітка	-1.4
правопорушення	-1.6
розігрувати	-1.0
ін'єкція	-1.0
повилазити	-1.0
муки	-2.0
паралізований	-2.0
удосконалення	1.4
малюк	1.38
наречена	1.8
згорьований	-2.0
скритний	-1.4
діурез	-1.6
багнюка	-1.6
бентежити	-1.4
безстрашно	2.0
файний	1.2
перекупка	-2.0
плавлення	-1.2
готель	1.5
підозрюваний	-1.7
жриця	2.0
об'єднання	1.2
батьки	1.25
комунікативність	1.4
трансплантат	-2.0
нетерпимий	-1.4
підкоритися	-2.0
турбує	-2.0
медіаграмотність	1.25
ілю	2.0
браття	2.0
одиночка	-2.0
фольклор	1.0
потьмяніє	-2.0
сенсаційний	1.4
заражати	-2.0
тупо	-2.0
велика британія	1.25
незначність	-2.0
заслуговувати	1.0
підняття настрою	2.0
дослідник	1.25
пертинантно	-2.0
розпушувач	-2.0
порушник	-1.6
пом'якшення	1.5
броньований	1.6
розважити	1.2
лісівник	1.2
чай	1.38
неприємність	-1.6
поганий	-1.5
вшанувати	1.8
масонський	-2.0
патрулювання	1.2
назад в журнал	-2.0
персональність	1.2
опальний	-2.0
залежати	-1.25
закінчується	-2.0
лате	1.13
нечуваний	-1.0
однозначність	1.0
доступність	1.13
спалахливий	-2.0
доте	2.0
спрощений	1.0
москіт	-2.0
знуджений	-1.4
насторожувати	-2.0
душогуб	-1.8
картання	-1.4
тонути	-1.8
свердловина	-2.0
дресирувальник	1.0
переступ	-2.0
боєприпас	-1.0
пофігізм	-2.0
вбиває	-2.0
брязкати	-2.0
розкол вух	-2.0
анти-	-2.0
двигун	1.13
антагоніст	-1.625
засміяти	-1.8
блондинка	1.2
журливий	-2.0
наймозковіший	2.0
криміналістичний	-2.0
незворушність	2.0
новинка	1.5
другий клас	-2.0
підтримано	2.0
примарний	-1.2
дилер	-1.6
пройдисвіт	-2.0
нокаут	-1.0
якісно	1.8
мікроб	-1.63
невстановлений	-1.0
блаженний	2.0
достовірно	1.8
силовий	1.0
варварство	-2.0
по-особливому	2.0
страх	-1.63
оазис	1.9
загострити	-1.6
дестабілізувати	-1.6
житомирський	1.0
обсценний	-2.0
амбіційний	1.7
миротворець	2.0
вистава	1.0
холодильник	1.13
шумний	-2.0
примхливість	-2.0
кав'ярня	1.5
бідняки	-2.0
дарований богом	2.0
цукати	1.4
молодшати	1.4
примітивність	-2.0
колиска	1.2
відступити	-1.5
шанобливий	1.6
запроваджений	1.0
судомний	-2.0
закупорений	-2.0
погіршитися	-1.6
нападки	-2.0
цілющий	1.4
завдаток	1.0
нестача	-1.6
жіночна	2.0
претензійно	-2.0
енергозбереження	2.0
ісламістський	-2.0
прийнятний	2.0
нагорода	1.63
збуджувач	-1.2
більш відомий	2.0
імперія	1.2
непідробний	2.0
економічно	1.0
транспорт	1.0
невиправдано	-2.0
весільний	1.4
рапсодізувати	-2.0
регенерація	1.6
помилятися	-1.5
онука	1.4
хранитель	1.0
визволення	1.8
надмірний рівень	-2.0
ракетобудування	1.2
розвал	-1.3
пустир	-1.4
недосвідчено	-2.0
скарати	-2.0
бюсти	-2.0
штовхати	-1.4
катаклізмічно	-2.0
скрупульозний	0.9
сильніше	2.0
безризикові	2.0
мисливець	-1.0
анексія	-2.0
інкримінований	-2.0
відшукати	1.2
приваблювати	1.4
прогулювати	-1.2
атиповий	2.0
плідність	-2.0
пружний	1.4
взяти	1.0
свіжість	1.6
російський	-1.38
антипатія	-2.0
працездатний	2.0
розпещено	2.0
недешево	-1.0
трійця	1.4
порпатися	-1.0
акторський	2.0
відкусити	-1.2
непридатний	-1.6
знайти	1.25
розтлумачувати	1.0
помітний	1.2
тіп-топ	1.4
окупаційний	-1.8
найстійкіший	2.0
тетчер	1.2
розіп'ятий	-1.8
таємничий	1.3
коноплярство	-1.2
заморочитися	-1.2
фундамент	1.25
ампутація	-1.9
повстаючий	-2.0
нагороди	2.0
екстремістів	-2.0
недосяжний	-1.2
поглибитися	1.2
снобізм	-2.0
янгол	1.6
реалізація	1.38
людиноненависний	-2.0
самовдоволено	-2.0
шляхетний	1.8
тривожити	-2.0
нерівність	-1.6
гальмувати	-1.3
зловживають	-2.0
медаль	1.25
бомбити	-2.0
пречистий	2.0
засіб	1.625
